Model,Features,Threshold,Folds,TotalTrades,AverageSuccessPct,AverageStopPct,AverageRuleBasedReturnPct,Average20DayReturnPct,QualityScore
Mix_MidPct50EMA_LargePct50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | SmallPct200EMA,70,4,16053,21.692,54.025,-0.003,0.941,-0.54
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,65,4,18397,22.008,55.106,0.011,0.674,-0.541
Top_6_Equal,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,65,4,18413,21.851,54.875,0.011,1.043,-0.542
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA,50,4,30248,22.447,55.193,-0.033,0.652,-0.567
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,55,4,26979,22.242,54.8,-0.051,0.711,-0.583
Mix_MidPct50EMA_SmallPct50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | SmallPct200EMA,65,4,17739,21.797,54.688,-0.037,0.736,-0.588
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,4,22323,21.918,54.829,-0.042,0.517,-0.591
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,60,4,23023,22.08,55.227,-0.041,0.929,-0.594
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,65,4,18314,21.958,55.461,-0.033,0.605,-0.599
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,60,4,22101,22.34,55.514,-0.052,0.292,-0.6
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,60,4,22312,21.799,54.739,-0.054,0.558,-0.606
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA,70,4,15335,21.28,55.104,-0.054,1.402,-0.643
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA,70,4,15335,21.28,55.104,-0.054,1.402,-0.643
Top_4_Equal,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA,70,4,15335,21.28,55.104,-0.054,1.402,-0.643
Mix_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,60,3,26474,22.82,57.106,-0.076,0.668,-0.648
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,65,4,18175,21.807,55.704,-0.076,0.699,-0.657
Mix_MidPct50EMA_SmallPct50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | SmallPct200EMA,70,4,15579,21.199,55.007,-0.07,1.424,-0.66
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,70,4,15090,21.256,54.401,-0.094,1.165,-0.664
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,70,4,15090,21.256,54.401,-0.094,1.165,-0.664
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,55,4,27369,22.067,55.321,-0.11,0.532,-0.667
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,65,4,19268,21.473,54.779,-0.102,0.887,-0.672
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,4,17967,21.888,56.018,-0.091,0.704,-0.677
Top_3_Equal,MidPct50EMA | SmallPct50EMA | LargePct50EMA,80,4,10993,20.956,54.388,-0.099,1.431,-0.683
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA,80,4,10993,20.956,54.388,-0.099,1.431,-0.683
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,65,4,19235,21.441,54.861,-0.116,0.879,-0.69
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA,65,4,17663,21.818,56.127,-0.098,0.639,-0.69
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,50,4,29804,22.299,56.261,-0.126,0.341,-0.699
Mix_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,50,4,30312,22.028,56.24,-0.114,0.215,-0.7
Mix_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,50,4,30661,21.932,56.208,-0.124,0.263,-0.713
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,65,4,19636,21.289,54.928,-0.132,1.147,-0.716
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,55,4,26482,22.02,56.271,-0.13,0.149,-0.718
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,50,4,29955,22.008,55.372,-0.16,0.708,-0.721
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,65,4,19734,21.252,54.988,-0.142,1.143,-0.729
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA,80,4,11048,21.17,55.718,-0.117,0.796,-0.73
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,60,4,23106,21.957,56.186,-0.143,0.181,-0.73
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,65,4,19459,21.313,56.002,-0.121,1.334,-0.736
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA,65,4,17473,21.512,56.168,-0.133,0.752,-0.742
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA,80,4,11084,20.993,55.645,-0.129,0.942,-0.748
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,70,4,15350,21.166,55.969,-0.129,0.964,-0.75
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA,70,4,15279,21.099,55.648,-0.14,1.365,-0.754
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA,70,4,15279,21.099,55.648,-0.14,1.365,-0.754
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,70,4,15879,21.119,55.778,-0.147,1.342,-0.764
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,70,4,15223,21.123,56.034,-0.14,0.95,-0.764
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,65,4,19034,21.128,55.759,-0.15,1.244,-0.767
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,65,4,19623,21.555,56.528,-0.154,0.779,-0.772
Mix_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | SmallPct200EMA,70,4,16055,21.026,54.952,-0.181,1.101,-0.778
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,65,4,20566,21.132,55.975,-0.156,1.332,-0.779
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | SmallPct200EMA,75,4,13064,20.996,55.739,-0.158,1.243,-0.78
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,70,4,15309,21.049,55.82,-0.161,1.345,-0.783
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,55,4,26553,21.79,56.214,-0.188,0.099,-0.785
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,4,23115,21.629,56.455,-0.176,0.292,-0.788
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,55,4,26374,21.726,56.107,-0.193,0.1,-0.79
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,60,4,23000,21.495,56.269,-0.178,0.334,-0.792
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,70,4,15476,21.191,56.151,-0.168,1.29,-0.793
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,65,4,19139,21.035,55.924,-0.173,1.199,-0.799
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,4,15360,21.023,55.927,-0.176,1.34,-0.803
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,70,4,15452,21.227,56.2,-0.178,1.351,-0.803
Top_6_Equal,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,70,4,15242,21.014,55.966,-0.182,1.317,-0.81
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,70,4,15607,21.125,56.139,-0.183,1.264,-0.81
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,4,15696,20.979,56.008,-0.187,1.29,-0.818
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,70,4,17373,21.202,56.443,-0.186,1.243,-0.819
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,65,4,19886,20.922,55.854,-0.196,1.16,-0.826
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,4,15612,21.154,56.334,-0.201,1.341,-0.833
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,70,4,15936,21.086,56.267,-0.203,1.303,-0.837
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA,75,4,12891,20.936,56.038,-0.203,1.254,-0.837
Top_4_Equal,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA,75,4,12891,20.936,56.038,-0.203,1.254,-0.837
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,75,4,13203,20.875,55.988,-0.207,1.271,-0.843
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA,75,4,12811,20.932,56.081,-0.208,1.254,-0.844
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,65,4,17956,21.304,56.675,-0.21,0.743,-0.845
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,70,4,16105,20.894,56.055,-0.208,1.266,-0.845
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,75,4,12929,20.892,56.007,-0.209,1.283,-0.845
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA,75,4,12532,21.171,56.552,-0.21,1.208,-0.848
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA,75,4,12871,21.173,56.477,-0.216,1.222,-0.851
Mix_MidPct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | SmallPct200EMA,75,4,12892,20.848,56.03,-0.215,1.282,-0.854
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,70,4,15984,20.877,56.109,-0.217,1.259,-0.857
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,75,4,12749,20.737,55.954,-0.216,1.202,-0.857
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,65,4,19603,21.251,56.715,-0.22,0.683,-0.858
Mix_MidPct50EMA_SmallPct50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | SmallPct200EMA,75,4,13302,20.844,56.075,-0.22,1.258,-0.86
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,70,4,15236,21.042,56.429,-0.224,1.32,-0.864
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA,70,4,15721,20.797,56.144,-0.221,1.218,-0.866
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,75,4,13127,20.697,55.953,-0.223,1.219,-0.866
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,70,4,15725,21.012,56.4,-0.226,1.288,-0.868
Mix_MidPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | SmallPct200EMA,55,4,27248,21.063,56.072,-0.239,0.188,-0.868
Mix_MidPct50EMA_LargePct50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | SmallPct200EMA,75,4,12872,20.907,55.524,-0.253,0.792,-0.873
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,70,4,15828,21.048,56.519,-0.231,1.317,-0.874
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,4,19609,21.215,56.789,-0.232,0.678,-0.875
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,4,17045,21.034,56.566,-0.231,1.207,-0.876
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,70,4,16971,20.918,56.499,-0.228,1.073,-0.877
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,4,16614,21.048,56.559,-0.236,1.273,-0.881
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA,70,4,15725,20.752,56.255,-0.236,1.21,-0.886
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,70,4,16893,20.895,56.558,-0.238,1.066,-0.889
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,70,4,16903,20.934,56.585,-0.24,1.24,-0.891
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA,75,4,12934,21.006,56.531,-0.249,1.25,-0.894
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,70,4,16744,21.032,56.74,-0.248,1.232,-0.899
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,75,4,12103,21.0,56.884,-0.245,1.159,-0.901
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,70,4,15221,20.615,56.127,-0.249,1.183,-0.902
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,70,4,15221,20.615,56.127,-0.249,1.183,-0.902
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,70,4,16588,20.832,56.623,-0.245,1.023,-0.902
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,65,4,19699,21.304,57.115,-0.255,0.651,-0.903
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA,65,4,20625,20.922,56.532,-0.253,1.191,-0.903
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,60,4,22664,21.263,56.234,-0.281,0.31,-0.905
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,70,4,15580,20.815,56.652,-0.247,0.95,-0.906
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,70,4,15648,20.811,56.637,-0.248,0.95,-0.906
Mix_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,55,4,26958,21.445,56.615,-0.282,0.098,-0.909
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA,75,4,12215,20.795,56.535,-0.254,0.986,-0.91
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,60,4,22131,21.382,56.766,-0.281,0.257,-0.915
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,65,4,19591,20.698,56.509,-0.257,1.19,-0.917
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA,55,4,26583,21.693,57.097,-0.291,0.023,-0.919
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,50,4,29304,21.765,57.558,-0.281,0.031,-0.92
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,65,4,19619,21.157,57.09,-0.266,0.616,-0.921
Mix_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,55,4,26939,21.497,56.789,-0.293,-0.001,-0.922
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA,75,4,11944,20.787,56.608,-0.265,0.984,-0.924
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,65,4,19869,21.171,57.022,-0.273,0.647,-0.925
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,70,4,15495,20.764,56.553,-0.271,1.247,-0.929
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,70,4,17025,20.702,56.534,-0.271,1.225,-0.932
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA,75,4,11599,20.896,56.66,-0.277,1.266,-0.932
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA,75,4,11599,20.896,56.66,-0.277,1.266,-0.932
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,60,4,22311,21.237,56.414,-0.302,0.285,-0.933
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,70,4,17069,20.695,56.546,-0.273,1.216,-0.935
Mix_MidPct50EMA_LargePct50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | SmallPct200EMA,80,4,9670,20.861,56.935,-0.27,1.197,-0.935
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,70,4,17385,20.868,56.965,-0.271,1.033,-0.936
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,70,4,17098,20.653,56.563,-0.277,1.188,-0.941
Mix_MidPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | MicroPct200EMA | SmallPct200EMA,65,4,20698,20.794,56.634,-0.283,1.176,-0.942
Top_5_Equal,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,75,4,12353,20.555,56.334,-0.28,1.172,-0.943
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,75,4,12353,20.555,56.334,-0.28,1.172,-0.943
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,65,4,19318,21.135,57.138,-0.286,0.645,-0.944
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,75,4,12314,20.431,56.285,-0.278,1.03,-0.945
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA,80,4,10337,20.181,55.826,-0.281,0.954,-0.947
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,55,4,27242,21.203,56.328,-0.32,0.523,-0.95
